Participant,Trigger,Condition,Building,Left_Right,accurate_pointing,accurate_gaze,T_detection,T_pointing,T_action,T_conf,length_point,length_gaze,sum_length_gazeb,sum_length_gazem,sum_length_gazec,frequency_point,frequency_b,frequency_m,frequency_c,pointed_or_not,accurate_fused
11,47,2,9,1,1,1,3.2,2.8,-0.4,,10.4,1.3,0,1.3,0,1,0,2,0,1,1
11,48,2,3,1,1,1,6.7,0.1,-6.6,5.5,1.1,2.3,0,0,2.3,1,0,0,4,1,1
11,49,3,0,0,1,1,0.1,0,-0.1,1.4,5.3,7.1,0.6,2.4,4.1,1,1,3,4,1,1
11,50,3,9,0,0,1,1.7,0,-1.7,2.7,6.6,4,0,2.9,1.1,1,0,2,1,1,1
11,51,3,11,1,0,0,1,3.6,2.6,,0.4,0.8,0.4,0.4,0,1,1,1,0,1,0
11,52,3,0,1,1,1,0,1.1,1.1,1.9,2.5,5.4,0.7,1.6,3.1,1,1,1,3,1,1
11,53,3,3,1,1,1,1.2,0.6,-0.6,,1.7,1.4,0,1.4,0,1,0,2,0,1,1
11,54,3,1,0,1,1,0.1,2.5,2.4,3.6,0.5,8.6,3.1,0,5.5,1,3,0,3,1,1
11,55,3,0,1,1,1,1.3,3.3,2,2.8,1.1,8.5,2.3,2.6,3.6,1,2,1,3,1,1
11,56,3,3,0,0,1,0,,,,,,,,,1,,,,0,1
11,57,3,11,0,1,1,0,0,0,3.9,0.7,5.7,0.6,0.5,4.6,1,1,1,6,1,1
11,58,3,1,0,0,1,1.4,,,,,,,,,1,,,,0,1
11,59,3,7,0,1,1,0.3,9.2,8.9,0.4,2.9,6.1,3.1,1.9,1.1,1,5,2,2,1,1
11,60,3,10,0,1,1,0.3,0.1,-0.2,0.6,5.5,5.5,0.8,2.2,2.5,1,1,3,4,1,1
11,61,3,0,0,1,1,0.7,0.3,-0.4,0.8,0.6,10.5,0,0.9,9.6,1,0,1,11,1,1
11,62,3,10,0,1,1,2.6,0.3,-2.3,1.8,2.3,5.7,0,1.7,4,1,0,1,3,1,1
11,63,3,6,1,0,0,11.5,,,,,,,,,1,,,,0,0
11,64,3,7,1,1,1,0.5,3.3,2.8,2.1,4.7,6,3.2,1.2,1.6,1,3,2,2,1,1
11,65,3,0,1,1,1,0.9,0.5,-0.4,1.1,0.8,5.3,0,1,4.3,1,0,1,3,1,1
11,66,3,2,0,1,1,0.5,0.5,0,2.5,1.8,5.4,0.8,0.6,4,1,1,1,5,1,1
11,67,3,3,1,1,1,0.5,0.5,0,6.2,3.5,1.5,0.5,0,1,1,1,0,1,1,1
11,68,3,4,1,1,1,0.7,2,1.3,1.6,4.8,2.7,2.2,0,0.5,1,2,0,1,1,1
11,69,3,3,0,0,1,0,0,0,2.7,3.7,7.3,2.2,3.2,1.9,1,1,2,3,1,1
11,70,3,8,0,1,1,0.1,2.9,2.8,1.1,8.1,5.2,2,1.9,1.3,1,3,4,2,1,1
11,71,3,6,1,1,1,0.4,3,2.6,0.8,6,7.4,2.4,2.7,2.3,1,3,3,2,1,1
11,72,3,4,1,1,1,4.6,0.7,-3.9,0.9,7.1,2.7,0,1.5,1.2,1,0,1,2,1,1
11,73,4,9,0,1,1,0.4,1.3,0.9,1.3,0.5,11.3,2.5,0,8.8,1,2,0,8,1,1
11,74,4,2,0,1,1,0.3,3.7,3.4,,8.4,8.1,2.6,5.5,0,1,3,6,0,1,1
11,75,4,6,1,0,0,1.2,,,,,,,,,1,,,,0,0
11,76,4,4,1,0,0,0,,,,,,,,,1,,,,0,0
11,77,4,9,1,0,0,1.4,,,,,,,,,1,,,,0,0
11,78,4,10,0,1,1,0.6,0.2,-0.4,,11.7,5.2,0,5.2,0,1,0,7,0,1,1
11,79,4,8,1,1,0,0.7,10.9,10.2,0.6,1.2,5.2,4.8,0,0.4,1,6,0,1,1,0
11,80,4,1,1,0,0,0.4,,,,,,,,,1,,,,0,0
11,81,4,5,1,1,0,10.9,7.1,-3.8,3.2,0.6,0.7,0,0,0.7,1,0,0,1,1,0
11,82,4,11,0,1,1,1.3,0.4,-0.9,0.3,0.6,8.7,0,0,8.7,1,0,0,11,1,1
11,83,4,5,0,1,1,0.3,0.4,0.1,2.5,0.5,7.5,1.9,0,5.6,1,1,0,7,1,1
11,84,4,10,0,1,1,0.5,0.1,-0.4,1.2,6.4,2.8,0,0.9,1.9,1,0,2,2,1,1
11,85,4,6,0,1,1,0.8,0.3,-0.5,2.5,7.9,8.5,0,5.4,3.1,1,0,6,5,1,1
11,86,4,4,0,1,1,0.1,5.9,5.8,0.5,6.2,8.1,4.5,2.6,1,1,4,3,2,1,1
11,87,4,8,0,1,1,0.1,0.2,0.1,1,2.9,2.6,1.1,0,1.5,1,1,0,3,1,1
11,88,4,3,0,0,1,1.1,2.4,1.3,3.5,3.9,2.6,1.5,0.6,0.5,1,2,1,1,1,1
11,89,4,0,0,1,1,0.7,6.7,6,0.5,6,8.8,4.6,0.4,3.8,1,6,1,2,1,1
11,90,4,2,0,1,1,6.3,11.5,5.2,,1.4,4.7,4.1,0.6,0,1,4,1,0,1,1
11,91,4,11,1,0,1,0.6,7.7,7.1,4.6,0.4,7.3,6.7,0,0.6,1,5,0,1,1,1
11,92,4,4,1,0,0,0,,,,,,,,,1,,,,0,0
11,93,4,7,1,1,1,1.9,1.7,-0.2,1.1,10.4,9.4,1.8,6.1,1.5,1,1,6,1,1,1
11,94,4,8,1,1,1,0.4,0.6,0.2,0.4,1.2,9.1,0.4,0.6,8.1,1,1,1,5,1,1
11,95,4,3,0,1,1,0,4.6,4.6,2.4,1.2,6,2.5,0.6,2.9,1,4,1,3,1,1
11,96,4,0,1,1,1,1.6,0,-1.6,2.7,10.5,5.1,0,4.1,1,1,0,3,1,1,1
11,97,5,2,0,0,1,0.5,5.5,5,0.8,1.7,4.7,3.2,0.8,0.7,1,3,1,1,1,1
11,98,5,0,0,0,1,0.1,0,-0.1,2.2,4,6.9,0.5,2.4,4,1,1,3,5,1,1
11,99,5,9,0,1,1,0.3,9.2,8.9,0.4,4.2,6.9,6.1,0.4,0.4,1,6,1,1,1,1
11,100,5,10,0,1,1,0.6,5.5,4.9,1,5.8,4.7,2.3,1.1,1.3,1,3,2,2,1,1
11,101,5,5,1,0,1,1.9,12.3,10.4,,0.7,6.2,6.2,0,0,1,8,0,0,1,1
11,102,5,11,0,1,1,2.1,3.5,1.4,5.3,2.7,3.9,0.4,1.9,1.6,1,1,1,2,1,1
11,103,5,0,0,1,1,0,0,0,0.7,9.8,8.5,2,4.8,1.7,1,1,5,3,1,1
11,104,5,10,1,1,1,0.5,0.2,-0.3,,6,1.3,0.4,0.9,0,1,1,2,0,1,1
11,105,5,9,0,1,1,1.3,0,-1.3,4.4,6.3,2,0,0.6,1.4,1,0,1,2,1,1
11,106,5,10,0,0,1,1.4,,,,,,,,,1,,,,0,1
11,107,5,2,0,0,1,0.8,1,0.2,5.2,3.9,4.7,0.5,2.2,2,1,1,2,3,1,1
11,108,5,6,0,1,1,0.7,1.6,0.9,0.7,1.5,4,1.3,0.8,1.9,1,1,1,3,1,1
11,109,5,9,0,1,1,2.4,0.2,-2.2,0.9,1.3,2.5,0,0,2.5,1,0,0,4,1,1
11,110,5,7,0,1,1,0.4,1,0.6,7.7,3.8,2.2,0.8,0.7,0.7,1,1,1,1,1,1
11,111,5,2,1,0,1,1.2,0.4,-0.8,3.8,9.9,6.2,0,5.8,0.4,1,0,8,1,1,1
11,112,5,4,0,1,1,0.4,2.9,2.5,2.1,7.8,6.8,2.1,3.6,1.1,1,2,3,2,1,1
11,113,5,3,0,1,1,0,1.1,1.1,4,7.6,1.8,0.9,0.5,0.4,1,1,1,1,1,1
11,114,5,8,0,1,1,1,3,2,0.6,2.4,2.7,1.2,0.5,1,1,2,1,2,1,1
11,115,5,2,0,0,1,0.8,5.3,4.5,2.8,1.3,4,2.4,0,1.6,1,3,0,3,1,0
11,116,5,7,1,0,1,0,1.8,1.8,1.7,0.5,4.3,1.8,1,1.5,1,2,1,3,1,1
11,117,5,1,1,0,1,1.4,1.9,0.5,1,2,6.5,1.2,1.5,3.8,1,1,2,3,1,1
11,118,5,11,0,0,0,0,,,,,,,,,1,,,,0,0
11,119,5,2,0,0,1,0.8,0.8,0,3.4,3.5,2.3,0.6,0,1.7,1,1,0,3,1,1
11,120,5,3,1,0,0,1,0.1,-0.9,,0.6,0.4,0,0.4,0,1,0,1,0,1,0
14,1,1,2,1,0,0,7.6,2,-5.6,4.6,1,2.1,0,0,2.1,1,0,0,3,1,0
14,2,1,7,0,1,1,0.6,1.2,0.6,1.7,1.3,4.9,1.3,0.6,3,1,1,1,4,1,1
14,3,1,1,1,0,1,3.8,6.1,2.3,2.6,1.1,1.8,0.5,0.5,0.8,1,1,1,1,1,0
14,4,1,3,0,1,1,1.3,1.4,0.1,2.8,1.5,5.6,1.1,0.6,3.9,1,1,1,3,1,1
14,5,1,6,0,0,1,2.8,3.8,1,0.9,1.1,3.7,1.5,0.7,1.5,1,1,1,3,1,1
14,6,1,5,0,1,1,1,2.2,1.2,8.5,1.5,3.9,2.5,0,1.4,1,1,0,2,1,1
14,7,1,2,0,1,1,0.1,1.1,1,3.8,1.4,7.1,2,0,5.1,1,1,0,5,1,1
14,8,1,9,0,1,1,5.4,0.5,-4.9,3.4,1.5,4,0,0,4,1,0,0,3,1,1
14,9,1,4,0,0,1,0.3,0.6,0.3,5.4,1.1,2.6,1.3,0,1.3,1,1,0,2,1,1
14,10,1,7,0,0,1,0,0.5,0.5,,1.1,1.3,1.3,0,0,1,1,0,0,1,1
14,11,1,11,0,0,0,1.3,,,,,,,,,1,,,,0,0
14,12,1,8,0,0,1,4.8,1.2,-3.6,2.9,0.7,1.9,0,0,1.9,1,0,0,3,1,1
14,13,1,6,0,1,1,1.2,3.5,2.3,2.8,1.1,6.8,2.3,0,4.5,1,2,0,2,1,1
14,14,1,8,0,1,1,0.8,1.4,0.6,3.3,1.4,6.9,1.5,0,5.4,1,1,0,7,1,1
14,15,1,4,0,0,0,4.4,,,,,,,,,1,,,,0,0
14,16,1,5,0,1,1,0.8,0.9,0.1,8.2,1,1.4,1,0,0.4,1,1,0,1,1,1
14,17,1,2,0,0,0,0,,,,,,,,,1,,,,0,0
14,18,1,7,1,0,0,6,2,-4,2.1,1.9,2.5,0,0,2.5,1,0,0,4,1,0
14,19,1,0,0,0,1,0.1,1.3,1.2,2.1,1,3.1,1.5,0,1.6,1,1,0,2,1,1
14,20,1,10,1,0,0,2.9,,,,,,,,,1,,,,0,0
14,21,1,3,1,0,0,2,,,,,,,,,1,,,,0,0
14,22,1,5,0,1,1,0,0.9,0.9,1.3,1.5,4.9,1.6,0,3.3,1,1,0,4,1,1
14,23,1,8,1,0,0,,1.6,,,1.6,,,,,1,,,,1,0
14,24,1,9,1,1,1,2.3,3.3,1,3.3,1.3,6.3,1.7,0,4.6,1,1,0,4,1,1
14,25,2,10,0,1,0,7.2,1.4,-5.8,4.8,1,3.1,0,0,3.1,1,0,0,2,1,0
14,26,2,11,0,1,1,1.6,2.8,1.2,3.3,1.2,4.5,1.8,0,2.7,1,1,0,4,1,1
14,27,2,6,0,0,1,0.1,6.8,6.7,3.8,1,4.2,2.6,0,1.6,1,3,0,2,1,1
14,28,2,3,1,0,0,7.4,1.3,-6.1,5.6,0.5,1.1,0,0,1.1,1,0,0,2,1,0
14,29,2,11,0,1,1,0.8,2,1.2,1.8,1.4,3.9,0.8,1.2,1.9,1,1,1,2,1,1
14,30,2,4,0,0,1,1.9,1.4,-0.5,4,1.1,1.2,0,0.4,0.8,1,0,1,1,1,1
14,31,2,1,0,1,1,0.5,1.5,1,4.8,1.3,6.1,1.5,0,4.6,1,1,0,5,1,1
14,32,2,9,0,1,1,4,0.6,-3.4,2.2,1.2,5,0,0,5,1,0,0,5,1,1
14,33,2,3,0,1,0,3.7,0.4,-3.3,2.3,1,5.2,0,0,5.2,1,0,0,6,1,0
14,34,2,11,0,0,1,0.9,1.1,0.2,3.9,0.7,4.8,0.7,0.4,3.7,1,1,1,4,1,0
14,35,2,10,0,0,1,1,1.2,0.2,2.2,0.4,2.9,0.6,0,2.3,1,1,0,3,1,0
14,36,2,0,0,1,1,0,0.3,0.3,3.7,1.2,1.4,0.8,0,0.6,1,1,0,1,1,1
14,37,2,10,0,0,1,1.5,2.7,1.2,1.7,1,8,2.2,0,5.8,1,2,0,4,1,1
14,38,2,2,0,0,1,0.8,0.5,-0.3,1.1,1.2,7.4,0,1.5,5.9,1,0,1,5,1,0
14,39,2,3,0,0,1,0,0.1,0.1,2,1.1,4.4,0.7,0,3.7,1,1,0,4,1,1
14,40,2,8,0,0,0,2.4,0.5,-1.9,0.4,1.5,0.5,0,0,0.5,1,0,0,1,1,0
14,41,2,0,0,1,1,0,0.2,0.2,4.5,1.2,2.8,0.9,0,1.9,1,1,0,3,1,1
14,42,2,3,1,0,0,,0.7,,,1.1,,,,,1,,,,1,0
14,43,2,8,1,0,1,5,1.8,-3.2,2.1,1.1,2.1,0,0,2.1,1,0,0,3,1,1
14,44,2,6,1,0,0,4.8,1.3,-3.5,2.5,1,2.2,0,0,2.2,1,0,0,2,1,0
14,45,2,7,1,0,0,3.2,1.6,-1.6,0.4,1.2,2.3,0,0,2.3,1,0,0,2,1,0
14,46,2,0,1,1,1,1.3,0.6,-0.7,2.7,1.1,3.5,0,1.6,1.9,1,0,1,2,1,1
14,47,2,9,1,0,1,1.9,1.5,-0.4,1.5,1,1.9,0,0.8,1.1,1,0,1,2,1,1
14,48,2,3,1,1,1,0.9,0,-0.9,3.8,1,7.2,0,1.3,5.9,1,0,1,6,1,1
14,49,3,0,0,1,1,3.7,0.4,-3.3,2.4,0.9,3,0,0,3,1,0,0,4,1,1
14,50,3,9,0,1,0,9.4,0,-9.4,8.7,0.7,0.8,0,0,0.8,1,0,0,1,1,0
14,51,3,11,1,0,1,1.9,0.6,-1.3,2.9,1,1.4,0,0.5,0.9,1,0,1,1,1,1
14,52,3,0,1,1,1,4.5,0.6,-3.9,2.8,1.1,5,0,0,5,1,0,0,5,1,1
14,53,3,3,1,1,1,1,0.2,-0.8,,1.3,0.4,0,0.4,0,1,0,1,0,1,1
14,54,3,1,0,1,1,0.2,1.2,1,2.6,0.8,7.2,1.3,0,5.9,1,1,0,6,1,1
14,55,3,0,1,1,1,0.3,0.5,0.2,3.5,1,5.7,0.5,2.3,2.9,1,1,2,4,1,1
14,56,3,3,0,1,1,0,0.3,0.3,5.8,0.8,3.1,0.5,0.7,1.9,1,1,1,2,1,1
14,57,3,11,0,1,1,0.5,1.1,0.6,2.2,1.1,3.2,0.8,0.4,2,1,1,1,3,1,1
14,58,3,1,0,1,1,0.7,1.5,0.8,2.5,0.8,5.4,1.1,0,4.3,1,1,0,4,1,1
14,59,3,7,0,1,1,1.6,3.4,1.8,1.5,1.1,4.2,1.8,0,2.4,1,2,0,4,1,1
14,60,3,10,0,1,1,0.6,1.7,1.1,3.9,1,3.6,2,0,1.6,1,1,0,3,1,1
14,61,3,0,0,1,1,13.3,0.4,-12.9,11.9,1,2,0,0,2,1,0,0,1,1,1
14,62,3,10,0,1,1,3.5,0.3,-3.2,2.2,1,1.1,0,0,1.1,1,0,0,2,1,1
14,63,3,6,1,0,1,1.5,1.3,-0.2,0.8,1.1,2,0.6,0,1.4,1,1,0,2,1,1
14,64,3,7,1,1,1,0.3,2.1,1.8,5.1,1.4,3.4,0.7,1.5,1.2,1,1,1,2,1,1
14,65,3,0,1,1,1,0.3,0.1,-0.2,8.3,0.9,6.2,4.6,0,1.6,1,1,0,2,1,1
14,66,3,2,0,1,1,0.3,1.7,1.4,7.1,0.8,4.6,2.1,0,2.5,1,2,0,3,1,1
14,67,3,3,1,0,1,1.4,0.5,-0.9,5,1.1,2.2,0,0.8,1.4,1,0,1,2,1,1
14,68,3,4,1,0,1,1.1,0.8,-0.3,11.3,1,1.7,0.6,0.4,0.7,1,1,1,1,1,0
14,69,3,3,0,1,0,5,0,-5,4.2,0.8,1.9,0,0,1.9,1,0,0,2,1,1
14,70,3,8,0,1,1,1.2,2.8,1.6,2.7,1,5.7,1.4,0,4.3,1,2,0,4,1,1
14,71,3,6,1,1,1,0.6,2.3,1.7,2.1,1.3,4.8,2.2,0,2.6,1,3,0,3,1,1
14,72,3,4,1,0,1,1,0.5,-0.5,0.5,1,1.9,0,0.4,1.5,1,0,1,2,1,0
14,73,4,9,0,1,1,2.3,8.3,6,2.6,1.5,11.5,5.3,0,6.2,1,5,0,6,1,1
14,74,4,2,0,1,1,0.8,4.5,3.7,2.1,1.6,8.1,4.5,0,3.6,1,3,0,3,1,1
14,75,4,6,1,0,1,0.8,5.7,4.9,0.3,0.8,6.9,4.2,0,2.7,1,2,0,3,1,1
14,76,4,4,1,0,1,0,12.2,12.2,1.1,1,9.8,7.9,0,1.9,1,6,0,1,1,1
14,77,4,9,1,0,0,1.6,,,,,,,,,1,,,,0,0
14,78,4,10,0,1,1,0,1,1,3.8,1.3,5.7,2.6,0,3.1,1,1,0,2,1,1
14,79,4,8,1,1,1,1.2,4.5,3.3,8.9,0.5,4.1,3.5,0,0.6,1,3,0,1,1,1
14,80,4,1,1,0,1,0.6,2.2,1.6,5.8,0.4,6,5.1,0,0.9,1,2,0,2,1,0
14,81,4,5,1,0,1,2.1,1.4,-0.7,1.2,0.5,2.7,0,0.4,2.3,1,0,1,3,1,1
14,82,4,11,0,1,1,0,0.5,0.5,2.7,1.9,6,1.5,0.9,3.6,1,1,1,4,1,1
14,83,4,5,0,0,1,0,,,,,,,,,1,,,,0,0
14,84,4,10,0,1,0,2.3,0.4,-1.9,0.9,1,3.7,0,0,3.7,1,0,0,4,1,0
14,85,4,6,0,1,1,0.3,2.6,2.3,1.2,1.2,8.4,2.9,0,5.5,1,2,0,4,1,1
14,86,4,4,0,1,1,0,0.6,0.6,1.5,1.8,6.7,3,0,3.7,1,1,0,6,1,1
14,87,4,8,0,1,1,0.2,0.6,0.4,1.2,2.1,5.9,3.3,0,2.6,1,1,0,3,1,1
14,88,4,3,0,1,1,0.7,1.8,1.1,0.7,1.3,4.1,2.3,0,1.8,1,1,0,2,1,1
14,89,4,0,0,1,1,0.6,1.5,0.9,1.7,1.4,4.4,1.4,0.5,2.5,1,1,1,3,1,1
14,90,4,2,0,1,1,0.4,8.2,7.8,0.9,2,8,6.8,0,1.2,1,4,0,2,1,1
14,91,4,11,1,1,1,0,0.3,0.3,1.1,1.9,8.3,0.6,1.5,6.2,1,1,2,7,1,1
14,92,4,4,1,1,1,0,2.1,2.1,5.5,1.9,9.8,6.6,0,3.2,1,2,0,3,1,1
14,93,4,7,1,1,1,0.7,2.2,1.5,3.4,1.4,9.9,4.8,0,5.1,1,2,0,3,1,1
14,94,4,8,1,1,1,1.4,0.8,-0.6,3.3,1.5,6.7,0,3.7,3,1,0,1,3,1,1
14,95,4,3,0,1,1,0,0.5,0.5,1.6,1.2,9,1.1,0.6,7.3,1,1,1,5,1,1
14,96,4,0,1,0,1,4.1,1,-3.1,2.3,0.8,7.1,0,0,7.1,1,0,0,4,1,0
14,97,5,2,0,0,1,0.3,,,,,,,,,1,,,,0,0
14,98,5,0,0,1,0,5,0.3,-4.7,3.3,1.4,4.5,0,0,4.5,1,0,0,3,1,1
14,99,5,9,0,1,1,0,1.3,1.3,2.8,2.5,5.9,2.3,0,3.6,1,2,0,3,1,1
14,100,5,10,0,1,1,2.5,3.8,1.3,6.9,1.6,4.4,1.9,1,1.5,1,1,1,1,1,1
14,101,5,5,1,0,1,2,8.3,6.3,0.9,0.5,4.9,3.4,0,1.5,1,3,0,2,1,0
14,102,5,11,0,1,1,1.6,3.2,1.6,5.6,1.3,5.7,1,3.3,1.4,1,2,1,2,1,1
14,103,5,0,0,1,1,0,0.7,0.7,1.2,2,5.8,1.8,0.4,3.6,1,1,1,3,1,1
14,104,5,10,1,0,1,0.5,,,,,,,,,1,,,,0,0
14,105,5,9,0,1,1,1.2,0.4,-0.8,4.7,1.4,3.3,0,1.5,1.8,1,0,1,3,1,1
14,106,5,10,0,1,1,0.4,1.3,0.9,0.3,0.9,4.4,1.7,0,2.7,1,1,0,3,1,1
14,107,5,2,0,1,1,0.5,1.7,1.2,0.8,1.6,6.4,2.6,0,3.8,1,1,0,2,1,1
14,108,5,6,0,1,1,3.4,0.7,-2.7,1.2,1.5,6.1,0,0,6.1,1,0,0,6,1,1
14,109,5,9,0,0,1,0.4,0.7,0.3,7.8,1,1.1,0.5,0,0.6,1,1,0,1,1,1
14,110,5,7,0,1,1,0.9,1.2,0.3,7.8,1.2,2.3,1.1,0,1.2,1,1,0,2,1,1
14,111,5,2,1,0,1,0.2,2.2,2,3.8,0.7,7.3,3.5,0,3.8,1,2,0,3,1,0
14,112,5,4,0,1,1,0.8,2.2,1.4,9.2,1.3,5.3,1.8,1.9,1.6,1,2,1,1,1,1
14,113,5,3,0,1,1,0.5,1.3,0.8,3.6,0.8,6.1,2.6,0,3.5,1,1,0,4,1,1
14,114,5,8,0,1,1,2.5,3.9,1.4,0.5,0.9,3.8,1.4,0,2.4,1,1,0,3,1,1
14,115,5,2,0,1,1,0.4,2,1.6,5.4,1.2,4.5,2.3,0,2.2,1,1,0,2,1,1
14,116,5,7,1,0,1,0.5,1,0.5,0.6,0.4,2.2,0.6,0,1.6,1,1,0,3,1,1
14,117,5,1,1,0,1,1.2,3,1.8,0.4,0.5,6.4,1.6,0,4.8,1,2,0,4,1,1
14,118,5,11,0,1,1,0.5,2.2,1.7,2.7,1,3.5,1.6,0,1.9,1,2,0,2,1,1
14,119,5,2,0,1,1,0.2,0.4,0.2,3.3,2.1,4.9,1,0.4,3.5,1,1,1,3,1,1
14,120,5,3,1,0,0,6.5,1.9,-4.6,4.2,0.4,0.4,0,0,0.4,1,0,0,1,1,0
15,1,1,2,1,1,1,,,,,2.9,1.2,0,0,1.2,1,0,0,2,1,1
15,2,1,7,0,1,1,1.3,2.9,1.6,0.7,1,10.1,1.5,0.7,7.9,1,1,1,7,1,1
15,3,1,1,1,0,1,3.6,5.8,2.2,,0.7,1.5,1.5,0,0,1,2,0,0,1,0
15,4,1,3,0,1,0,0.8,4,3.2,1.7,0.7,4.5,1.7,1.1,1.7,1,2,1,2,1,0
15,5,1,6,0,0,0,1.8,,,,,,,,,1,,,,0,0
15,6,1,5,0,1,1,1.1,7,5.9,6.3,0.6,8.4,7.6,0,0.8,1,3,0,1,1,1
15,7,1,2,0,1,0,2.4,5.2,2.8,0.5,0.7,4.8,0.9,0,3.9,1,2,0,3,1,0
15,8,1,9,0,0,0,0.7,,,,,,,,,1,,,,0,0
15,9,1,4,0,1,0,1.7,3.3,1.6,0.4,0.7,2.8,0.4,0,2.4,1,1,0,4,1,0
15,10,1,7,0,0,0,5.8,,,,,,,,,1,,,,0,0
15,11,1,11,0,0,0,2,3,1,8,0.4,1.4,0.5,0,0.9,1,1,0,1,1,0
15,12,1,8,0,0,0,1.6,2.4,0.8,,0.7,2.2,0.4,1.8,0,1,1,1,0,1,0
15,13,1,6,0,0,0,2.2,,,,,,,,,1,,,,0,0
15,14,1,8,0,1,1,0.7,1.2,0.5,1,0.7,5.5,0.4,0.4,4.7,1,1,1,7,1,1
15,15,1,4,0,0,0,0,,,,,,,,,1,,,,0,0
15,16,1,5,0,0,1,3.2,2.7,-0.5,1.6,0.5,1.6,0,0.4,1.2,1,0,1,2,1,0
15,17,1,2,0,1,1,1.5,2.4,0.9,1.2,1,7,0.5,1,5.5,1,1,1,7,1,1
15,18,1,7,1,0,0,0.8,,,,,,,,,1,,,,0,0
15,19,1,0,0,1,1,1.6,1.9,0.3,1.5,0.7,3.4,0.5,0,2.9,1,1,0,5,1,1
15,20,1,10,1,0,0,,3.2,,,0.5,,,,,1,,,,1,0
15,21,1,3,1,0,0,1.1,2,0.9,,0.6,0.4,0.4,0,0,1,1,0,0,1,0
15,22,1,5,0,0,0,0.1,6.9,6.8,0.5,0.6,2.1,0.4,0,1.7,1,1,0,2,1,0
15,23,1,8,1,0,0,5.7,7.6,1.9,,0.4,1,1,0,0,1,2,0,0,1,0
15,24,1,9,1,0,0,0,,,,,,,,,1,,,,0,0
15,25,2,10,0,0,0,5.3,,,,,,,,,1,,,,0,0
15,26,2,11,0,1,1,0,4.1,4.1,0.6,0.7,2.6,1.3,0.6,0.7,1,2,1,1,1,1
15,27,2,6,0,0,0,6.7,8.2,1.5,1,0.7,1.6,1.2,0,0.4,1,1,0,1,1,0
15,28,2,3,1,0,0,,3.5,,,0.7,,,,,1,,,,1,0
15,29,2,11,0,1,1,0.3,5.3,5,1.6,0.8,4.9,2.4,1.5,1,1,3,1,2,1,1
15,30,2,4,0,1,0,0,2.5,2.5,0.7,0.6,3.9,0.4,0.4,3.1,1,1,1,4,1,0
15,31,2,1,0,0,1,0.7,3.9,3.2,2.3,0.7,10.4,2.4,2.2,5.8,1,3,1,3,1,1
15,32,2,9,0,1,1,1,2.6,1.6,1.2,0.5,8.9,2.5,0,6.4,1,2,0,6,1,1
15,33,2,3,0,1,1,1.2,2,0.8,2.2,0.6,5.8,0.6,1.9,3.3,1,1,1,3,1,1
15,34,2,11,0,0,1,0,3.1,3.1,,0.6,2.1,1.2,0.9,0,1,2,1,0,1,1
15,35,2,10,0,0,0,0,5.1,5.1,,0.6,1.1,1.1,0,0,1,1,0,0,1,0
15,36,2,0,0,1,1,1.2,2.6,1.4,0.7,0.6,1.8,0.9,0.4,0.5,1,1,1,1,1,1
15,37,2,10,0,1,1,,,,,0.4,3.3,0,0,3.3,1,0,0,4,1,1
15,38,2,2,0,0,1,0.9,1.3,0.4,0.7,0.5,3,0.5,0,2.5,1,1,0,3,1,1
15,39,2,3,0,1,1,2.1,1.8,-0.3,2.7,0.5,3.9,2.7,0,1.2,1,1,0,2,1,1
15,40,2,8,0,1,0,2.2,3.1,0.9,1,0.5,1.8,0.6,0,1.2,1,1,0,2,1,1
15,41,2,0,0,0,0,0.6,,,,,,,,,1,,,,0,0
15,42,2,3,1,0,0,,3,,,1.1,,,,,1,,,,1,0
15,43,2,8,1,0,0,,2.5,,,0.9,,,,,1,,,,1,0
15,44,2,6,1,0,0,,5.7,,,0.6,,,,,1,,,,1,0
15,45,2,7,1,0,0,1.7,3,1.3,,0.7,0.4,0.4,0,0,1,1,0,0,1,0
15,46,2,0,1,0,1,2.1,6.2,4.1,1.3,0.6,2.2,1.8,0,0.4,1,2,0,1,1,0
15,47,2,9,1,0,0,1.5,3.1,1.6,7.9,0.8,0.9,0.4,0,0.5,1,1,0,1,1,0
15,48,2,3,1,0,1,2.4,4.2,1.8,,0.6,1.3,1.3,0,0,1,2,0,0,1,0
15,49,3,0,0,1,1,,,,,4.5,7,0,0.6,6.4,1,0,1,8,1,1
15,50,3,9,0,0,1,0.5,1.8,1.3,2.2,0.4,4.2,0.8,1.5,1.9,1,1,1,3,1,0
15,51,3,11,1,0,0,2.5,0.4,-2.1,1.7,0.4,1.2,0,0,1.2,1,0,0,2,1,0
15,52,3,0,1,0,0,2.7,0.9,-1.8,1.3,0.5,1.8,0,0,1.8,1,0,0,3,1,0
15,53,3,3,1,0,0,8.1,2.6,-5.5,5,0.5,1.4,0,0,1.4,1,0,0,2,1,0
15,54,3,1,0,0,1,0.7,1.8,1.1,1.8,0.5,12.3,2.8,0,9.5,1,2,0,6,1,0
15,55,3,0,1,0,1,0.5,0.9,0.4,2,0.9,7.7,0.9,1.4,5.4,1,1,1,4,1,0
15,56,3,3,0,1,1,0.5,3.7,3.2,2.1,0.8,7.9,2.2,1.8,3.9,1,2,1,4,1,1
15,57,3,11,0,1,1,0.9,8.1,7.2,1.7,0.9,10.5,5.1,1.8,3.6,1,3,1,3,1,1
