Participant,Trigger,Condition,Building,Left_Right,accurate_pointing,accurate_gaze,T_detection,T_pointing,T_action,T_conf,length_point,length_gaze,sum_length_gazeb,sum_length_gazem,sum_length_gazec,frequency_point,frequency_b,frequency_m,frequency_c,pointed_or_not,accurate_fused
40,53,3,3,1,1,1,0,1.3,1.3,2.3,1.7,3.6,2.2,0,1.4,1,1,0,2,1,1
40,54,3,1,0,1,1,0.6,3,2.4,0.7,2.9,12.8,5.1,0,7.7,1,2,0,3,1,1
40,55,3,0,1,1,1,1.1,3.6,2.5,,3.5,12.5,12.5,0,0,1,1,0,0,1,1
40,56,3,3,0,1,1,0.5,2,1.5,2.2,3.5,6.7,1.7,0,5,1,2,0,4,1,1
40,57,3,11,0,1,1,1.8,5.2,3.4,1.8,5.9,9.8,4.4,3.8,1.6,1,3,2,2,1,1
40,58,3,1,0,1,1,0.2,1,0.8,2.9,2.4,11.4,1.6,3.2,6.6,1,1,1,2,1,1
40,59,3,7,0,1,1,3.4,7.4,4,1.6,4.4,9.3,8.3,0,1,1,3,0,2,1,1
40,60,3,10,0,1,1,3.8,3.1,-0.7,2.2,1.2,4.8,0,2.3,2.5,1,0,1,3,1,1
40,61,3,0,0,1,1,2.4,1.3,-1.1,1.4,1.1,9.4,0,0.9,8.5,1,0,1,3,1,1
40,62,3,10,0,0,1,0.5,1.5,1,7.8,1.2,6.5,1.5,4.2,0.8,1,1,1,1,1,1
40,63,3,6,1,1,1,3.5,3.1,-0.4,0.8,1.7,1.6,0,0.6,1,1,0,1,2,1,1
40,64,3,7,1,0,1,2.7,4.6,1.9,2.6,1.3,3.7,2.3,0.4,1,1,2,1,2,1,1
40,65,3,0,1,0,1,0.8,2.3,1.5,0.8,1.3,8.3,2.2,0.8,5.3,1,2,1,6,1,0
40,66,3,2,0,1,1,2.2,3.3,1.1,1,4.4,6.7,3.2,1.8,1.7,1,1,1,2,1,1
40,67,3,3,1,1,1,0.2,1.6,1.4,6,2.2,3.1,2.3,0,0.8,1,3,0,1,1,1
40,68,3,4,1,1,1,0.5,2,1.5,2.8,1.7,4.3,2.3,0,2,1,2,0,2,1,1
40,69,3,3,0,1,1,0.2,1.5,1.3,0.8,1.6,4.8,1.7,1.4,1.7,1,1,1,3,1,1
40,70,3,8,0,1,1,0.3,2,1.7,0.9,2.3,4.7,2.2,0,2.5,1,3,0,2,1,1
40,71,3,6,1,1,1,3.8,3.8,0,,5.1,3.7,0.7,3,0,1,1,2,0,1,1
40,72,3,4,1,0,1,0,1.1,1.1,4.1,1.4,3.9,1.2,0.4,2.3,1,2,1,2,1,1
40,73,4,9,0,1,1,0.1,4.1,4,1.8,2,10,3.2,2.4,4.4,1,3,2,3,1,1
40,74,4,2,0,1,1,0,1.7,1.7,0.9,1.6,5.5,1.5,0,4,1,2,0,4,1,1
40,75,4,6,1,1,1,0,1.6,1.6,0.4,2.3,4.2,3.3,0,0.9,1,2,0,2,1,1
40,76,4,4,1,1,1,0.4,2.5,2.1,,9.1,7.5,4.2,3.3,0,1,3,2,0,1,1
40,77,4,9,1,1,1,2.1,3.7,1.6,0.6,5.8,10.6,3.3,4.3,3,1,2,2,2,1,1
40,78,4,10,0,0,1,0,1.7,1.7,0.8,5,9.7,2.9,3.9,2.9,1,2,3,4,1,1
40,79,4,8,1,0,1,0.4,3.7,3.3,1.7,3.6,7.3,2.2,2.7,2.4,1,3,2,3,1,1
40,80,4,1,1,0,1,1.3,1,-0.3,11.1,2.1,2,1.1,0,0.9,1,1,0,1,1,1
40,81,4,5,1,1,1,1.3,1.3,0,8,1.7,2.2,1.4,0,0.8,1,1,0,1,1,1
40,82,4,11,0,1,1,1.4,1.6,0.2,1,2,7.6,0.8,0,6.8,1,1,0,6,1,1
40,83,4,5,0,1,1,1.8,0.8,-1,1.6,3.1,9.5,0,2.6,6.9,1,0,2,5,1,1
40,84,4,10,0,1,1,1.8,0.7,-1.1,1.3,1.6,6.5,0,1.7,4.8,1,0,1,5,1,1
40,85,4,6,0,1,1,0.7,1.7,1,0.9,1.9,10.9,1.5,1.8,7.6,1,1,1,5,1,1
40,86,4,4,0,1,1,0,1.4,1.4,1.1,1.5,11.2,1.2,1.2,8.8,1,2,1,7,1,1
40,87,4,8,0,1,1,0,0.6,0.6,0.8,1.7,7.2,0.5,0,6.7,1,1,0,4,1,1
40,88,4,3,0,1,1,1.8,0.8,-1,1.8,1,2.9,0,0.5,2.4,1,0,1,4,1,1
40,89,4,0,0,1,1,0.5,2.4,1.9,0.6,1.8,9.2,1.8,0,7.4,1,2,0,6,1,1
40,90,4,2,0,1,1,2.3,6.9,4.6,,5.3,8.8,6,2.8,0,1,3,3,0,1,1
40,91,4,11,1,1,1,0,1.3,1.3,2.8,2.8,4.8,3.2,0.6,1,1,3,1,2,1,1
40,92,4,4,1,1,1,0,6.6,6.6,2,1.2,7.4,6.5,0,0.9,1,4,0,1,1,1
40,93,4,7,1,0,0,0.6,,,,,,,,,1,,,,0,0
40,94,4,8,1,0,0,0.5,,,,,,,,,1,,,,0,0
40,95,4,3,0,1,1,1.8,0.9,-0.9,2.8,2.3,6.2,0,3.4,2.8,1,0,1,2,1,1
40,96,4,0,1,1,1,1.9,2.6,0.7,1.2,3,3.3,2.9,0,0.4,1,2,0,1,1,1
40,97,5,2,0,0,1,0.8,2.6,1.8,4.3,7.2,16.6,1.8,5.6,9.2,1,2,5,5,1,1
40,98,5,0,0,1,1,3,4.8,1.8,0.8,1.5,8.6,1.4,0,7.2,1,2,0,2,1,1
40,99,5,9,0,1,1,0.1,9.2,9.1,,4.3,8.1,5.2,2.9,0,1,5,3,0,1,1
40,100,5,10,0,1,1,0.2,7.9,7.7,,5.1,9.6,8.1,1.5,0,1,4,2,0,1,1
40,101,5,5,1,1,1,1.3,12.9,11.6,,1.4,4.5,4.5,0,0,1,6,0,0,1,1
40,102,5,11,0,0,1,4.5,2.4,-2.1,0.9,1.2,5,0,0,5,1,0,0,5,1,1
40,103,5,0,0,1,1,0.8,7.1,6.3,2,2.1,8.7,2.8,2.7,3.2,1,4,1,1,1,1
40,104,5,10,1,1,1,0.4,2,1.6,,2.9,4.9,1.5,3.4,0,1,1,3,0,1,1
40,105,5,9,0,0,1,0,1.9,1.9,0.8,2.3,11.3,3.1,0,8.2,1,2,0,4,1,1
40,106,5,10,0,1,1,1,1.1,0.1,3.5,2.7,7.9,1,3.4,3.5,1,1,1,3,1,1
40,107,5,2,0,1,1,1.4,2.4,1,1.8,4.7,7.2,0.9,4.4,1.9,1,1,3,2,1,1
40,108,5,6,0,1,1,0.1,4.1,4,1.5,2.5,8.7,1.8,1.9,5,1,2,1,3,1,1
40,109,5,9,0,1,1,1.7,2.1,0.4,0.9,1.3,5.8,0.4,0.5,4.9,1,1,1,3,1,1
40,110,5,7,0,1,1,0.9,2.3,1.4,3,1.7,6.3,1.4,1,3.9,1,2,2,4,1,1
40,111,5,2,1,1,1,1.3,4.3,3,,3.5,4.9,4.9,0,0,1,2,0,0,1,1
40,112,5,4,0,1,1,0,4.1,4.1,2.7,3.5,10.4,4.5,2.1,3.8,1,1,3,2,1,1
40,113,5,3,0,1,1,0,1.6,1.6,0.4,3.2,10.2,2.1,1.7,6.4,1,1,2,4,1,1
40,114,5,8,0,1,1,0.4,4.8,4.4,0.8,3,8.3,2.9,1.9,3.5,1,4,2,2,1,1
40,115,5,2,0,1,1,0,5.4,5.4,3.1,3.4,8.4,4.8,1.2,2.4,1,3,2,1,1,1
40,116,5,7,1,1,1,2.4,3.6,1.2,0.5,2.8,5.5,3.8,0,1.7,1,1,0,2,1,1
40,117,5,1,1,1,1,1.8,3.5,1.7,0.5,1.3,4.1,2.6,0,1.5,1,1,0,3,1,1
40,118,5,11,0,1,1,0,2.2,2.2,1.7,2.3,9.5,2.1,3,4.4,1,3,3,5,1,1
40,119,5,2,0,1,1,0,1.4,1.4,2.1,2,8,1.6,1.1,5.3,1,1,2,3,1,1
40,120,5,3,1,0,0,,,,,,,,,,1,,,,0,0
41,1,1,2,1,0,0,9.5,,,,,,,,,1,,,,0,0
41,2,1,7,0,1,1,0.6,3,2.4,1.5,3.1,6.2,3.3,1.9,1,1,2,2,2,1,1
41,3,1,1,1,0,0,1.4,,,,,,,,,1,,,,0,0
41,4,1,3,0,1,1,1.1,3.3,2.2,4.8,5.6,3.8,3.1,0,0.7,1,2,0,1,1,1
41,5,1,6,0,1,1,0.7,3.5,2.8,,4.5,1.5,1.1,0.4,0,1,2,1,0,1,1
41,6,1,5,0,1,1,1.4,5.2,3.8,1.5,4.1,9.4,3.5,1.7,4.2,1,3,2,1,1,1
41,7,1,2,0,1,1,1.3,3.3,2,,3.5,4.8,4.2,0.6,0,1,1,1,0,1,1
41,8,1,9,0,1,1,1,3.1,2.1,5.8,1.1,2.7,1.6,0.6,0.5,1,3,1,1,1,1
41,9,1,4,0,1,1,0.4,4.3,3.9,,3.3,6,1.8,4.2,0,1,3,1,0,1,1
41,10,1,7,0,1,1,1,2.3,1.3,1.6,2.9,6,0.4,2.3,3.3,1,1,2,3,1,1
41,11,1,11,0,1,1,4.1,1.9,-2.2,0.5,3,3.7,0,0.6,3.1,1,0,1,4,1,1
41,12,1,8,0,1,0,1,2.7,1.7,,4,1.2,1.2,0,0,1,2,0,0,1,0
41,13,1,6,0,1,1,1.6,3.9,2.3,1.1,3.7,9.8,5,1,3.8,1,1,1,3,1,1
41,14,1,8,0,1,1,1,2.6,1.6,2,2.9,4.6,0.9,0.7,3,1,2,1,4,1,1
41,15,1,4,0,1,1,1,5.5,4.5,,4.7,1.1,0.7,0.4,0,1,1,1,0,1,1
41,16,1,5,0,1,1,6.3,4.1,-2.2,2.3,3.1,3.2,0,0.4,2.8,1,0,1,2,1,1
41,17,1,2,0,1,1,1.1,4,2.9,,3.5,3.5,1.6,1.9,0,1,1,2,0,1,1
41,18,1,7,1,0,0,1.2,,,,,,,,,1,,,,0,0
41,19,1,0,0,0,0,1.2,2.8,1.6,6.5,0.5,1,0.6,0,0.4,1,1,0,1,1,0
41,20,1,10,1,0,0,4.8,,,,,,,,,1,,,,0,0
41,21,1,3,1,0,0,1.9,,,,,,,,,1,,,,0,0
41,22,1,5,0,1,1,5.8,4.1,-1.7,0.8,3,2.3,0,0.9,1.4,1,0,1,2,1,1
41,23,1,8,1,0,0,,,,,,,,,,1,,,,0,0
41,24,1,9,1,1,1,1.1,3.8,2.7,2.9,2.4,8.7,3,3.2,2.5,1,2,2,2,1,1
41,25,2,10,0,1,1,1.9,10.1,8.2,,4.4,2.8,1.8,1,0,1,2,2,0,1,1
41,26,2,11,0,1,1,5.6,4.3,-1.3,,8.4,2.4,0,2.4,0,1,0,4,0,1,1
41,27,2,6,0,0,0,,14.2,,,2.4,,,,,1,,,,1,0
41,28,2,3,1,0,0,8.3,4.4,-3.9,1.7,2.2,1.1,0,0,1.1,1,0,0,2,1,0
41,29,2,11,0,1,1,2.7,4.7,2,1.5,4.3,3.8,2.4,0.5,0.9,1,1,1,2,1,1
41,30,2,4,0,1,1,0.6,8.1,7.5,0.7,3.9,5.9,4.2,0,1.7,1,5,0,2,1,1
41,31,2,1,0,0,0,0.2,,,,,,,,,1,,,,0,0
41,32,2,9,0,1,1,5.9,10.4,4.5,,3.7,2.6,2.6,0,0,1,3,0,0,1,1
41,33,2,3,0,1,1,2.1,3.5,1.4,0.8,4.3,7.2,2.7,0.9,3.6,1,1,1,5,1,1
41,34,2,11,0,1,1,0.1,8.3,8.2,,5,3.4,1.2,2.2,0,1,1,2,0,1,1
41,35,2,10,0,1,1,7.6,7.1,-0.5,,4.9,1.8,0,1.8,0,1,0,3,0,1,1
41,36,2,0,0,1,1,0,8.7,8.7,,5.3,3,1.2,1.8,0,1,2,2,0,1,1
41,37,2,10,0,1,1,5.3,6.1,0.8,2,3.1,4.6,0.9,1,2.7,1,1,2,4,1,1
41,38,2,2,0,1,1,0.8,2.9,2.1,0.7,4.6,6,2.7,1.3,2,1,3,3,2,1,1
41,39,2,3,0,1,1,2.7,3.8,1.1,3.1,1.1,4.7,2.2,0,2.5,1,1,0,5,1,1
41,40,2,8,0,1,1,2.9,4.3,1.4,,6.9,3.7,1.1,2.6,0,1,1,3,0,1,1
41,41,2,0,0,1,1,0.1,4.2,4.1,0.7,0.4,4.4,2.9,0,1.5,1,3,0,3,1,1
41,42,2,3,1,0,0,7.4,,,,,,,,,1,,,,0,0
41,43,2,8,1,0,0,2.8,12.3,9.5,,2.9,1.4,1.4,0,0,1,3,0,0,1,0
41,44,2,6,1,0,0,,,,,,,,,,1,,,,0,0
41,45,2,7,1,0,0,3.5,,,,,,,,,1,,,,0,0
41,46,2,0,1,0,0,1.3,,,,,,,,,1,,,,0,0
41,47,2,9,1,0,0,0.2,,,,,,,,,1,,,,0,0
41,48,2,3,1,1,1,0.6,5.4,4.8,,5.3,2.4,0.7,1.7,0,1,1,1,0,1,1
41,49,3,0,0,1,1,0.9,4.2,3.3,0.6,3.1,8.5,2.5,1.3,4.7,1,3,2,3,1,1
41,50,3,9,0,1,1,0.4,1.9,1.5,2,3,6.6,2.1,1.5,3,1,1,2,3,1,1
41,51,3,11,1,0,0,1.7,,,,,,,,,1,,,,0,0
41,52,3,0,1,0,0,2.1,,,,,,,,,1,,,,0,0
41,53,3,3,1,0,0,1.4,,,,,,,,,1,,,,0,0
41,54,3,1,0,1,1,1.2,5.7,4.5,0.6,1.9,9.5,3.7,0.9,4.9,1,3,1,3,1,1
41,55,3,0,1,0,0,1.5,,,,,,,,,1,,,,0,0
41,56,3,3,0,1,1,1.1,3.5,2.4,0.4,3.2,7.9,5.6,0,2.3,1,2,0,3,1,1
41,57,3,11,0,1,1,0.5,5.5,5,,5.2,6.9,0.8,6.1,0,1,2,3,0,1,1
41,58,3,1,0,1,1,1.2,6.9,5.7,1,0.5,8.1,3.5,0,4.6,1,4,0,2,1,1
41,59,3,7,0,1,1,4,9.3,5.3,1.2,2.1,6.3,4.5,0.4,1.4,1,4,1,1,1,1
41,60,3,10,0,1,1,0.3,2.8,2.5,4.9,2.8,10.4,3.9,4.8,1.7,1,2,2,2,1,1
41,61,3,0,0,1,1,0.9,3.2,2.3,0.6,1.7,9.7,2.5,0,7.2,1,3,0,3,1,1
41,62,3,10,0,1,1,0.4,3.1,2.7,1.2,2.9,6.4,2.3,1.2,2.9,1,3,1,3,1,1
41,63,3,6,1,0,0,4.9,,,,,,,,,1,,,,0,0
41,64,3,7,1,0,0,1.6,,,,,,,,,1,,,,0,0
41,65,3,0,1,0,0,0.8,,,,,,,,,1,,,,0,0
41,66,3,2,0,1,1,1.9,5.1,3.2,0.8,4.2,7.6,4.5,1,2.1,1,4,1,3,1,1
41,67,3,3,1,1,1,0.5,3,2.5,0.7,0.4,2.4,2,0,0.4,1,2,0,1,1,1
41,68,3,4,1,0,0,2.5,,,,,,,,,1,,,,0,0
41,69,3,3,0,1,1,0.1,1.8,1.7,0.6,2.3,7.3,2.7,1,3.6,1,1,1,4,1,1
41,70,3,8,0,1,1,0.1,2.7,2.6,1.4,1.9,7.2,4.1,0.4,2.7,1,1,1,5,1,1
41,71,3,6,1,0,0,2.2,,,,,,,,,1,,,,0,0
41,72,3,4,1,0,0,0.4,,,,,,,,,1,,,,0,0
41,73,4,9,0,1,1,0.8,13.4,12.6,,0.7,8.1,8.1,0,0,1,8,0,0,1,1
41,74,4,2,0,1,1,1.2,2.8,1.6,0.3,1.4,5.5,3.2,0,2.3,1,1,0,3,1,1
41,75,4,6,1,0,0,2.6,,,,,,,,,1,,,,0,0
41,76,4,4,1,1,1,1.8,5,3.2,0.7,2,5.7,2.7,0,3,1,2,0,2,1,1
41,77,4,9,1,0,0,1,,,,,,,,,1,,,,0,0
41,78,4,10,0,1,1,0,8,8,2.7,1.2,8,3.8,3.1,1.1,1,4,1,2,1,1
41,79,4,8,1,1,1,0.3,2.7,2.4,3.1,1.7,5.8,2.6,1.9,1.3,1,2,1,2,1,1
41,80,4,1,1,0,0,0.4,,,,,,,,,1,,,,0,0
41,81,4,5,1,0,0,1.3,,,,,,,,,1,,,,0,0
41,82,4,11,0,1,1,0.1,2.3,2.2,4.8,1.5,7.1,1.9,2.5,2.7,1,2,1,3,1,1
41,83,4,5,0,1,1,0.1,4.8,4.7,1,1.2,6.5,4.1,0,2.4,1,3,0,3,1,1
41,84,4,10,0,1,1,0.6,4,3.4,1.4,3.5,4.5,3.2,0,1.3,1,3,0,2,1,1
41,85,4,6,0,1,1,0.3,3.2,2.9,0.6,3.1,7.9,2.5,1.9,3.5,1,2,2,3,1,1
41,86,4,4,0,1,1,0.3,6,5.7,0.9,2.8,9.4,3.3,1.9,4.2,1,4,2,3,1,1
41,87,4,8,0,1,1,1.8,2.1,0.3,1.4,2.5,6.2,0.6,1.9,3.7,1,1,4,5,1,1
41,88,4,3,0,0,0,5.1,,,,,,,,,1,,,,0,0
41,89,4,0,0,1,1,0.9,2.7,1.8,6.1,0.4,11.2,7.7,0,3.5,1,1,0,3,1,1
41,90,4,2,0,1,1,1.3,10,8.7,0.4,0.4,9.5,7.2,0,2.3,1,4,0,2,1,1
41,91,4,11,1,0,0,0.3,,,,,,,,,1,,,,0,0
41,92,4,4,1,0,0,0.7,,,,,,,,,1,,,,0,0
41,93,4,7,1,0,1,0.2,2.9,2.7,1.6,0.4,10.7,3.3,0,7.4,1,3,0,5,1,0
41,94,4,8,1,0,0,0.5,,,,,,,,,1,,,,0,0
41,95,4,3,0,0,1,0,2.1,2.1,3.3,5.2,6.9,5.4,0.7,0.8,1,2,1,1,1,0
41,96,4,0,1,0,0,0.2,,,,,,,,,1,,,,0,0
41,97,5,2,0,1,1,,,,,0.6,8.5,0,0,8.5,1,0,0,2,1,1
41,98,5,0,0,1,1,1.5,2.6,1.1,0.7,2.1,7,1.3,0.8,4.9,1,2,1,4,1,1
41,99,5,9,0,1,1,0.8,2.5,1.7,1.3,3,6.4,3.6,0.4,2.4,1,1,1,4,1,1
41,100,5,10,0,1,1,2.4,3.1,0.7,1.1,3.5,7.3,2.4,1.7,3.2,1,2,1,4,1,1
41,101,5,5,1,0,0,2.2,,,,,,,,,1,,,,0,0
41,102,5,11,0,1,1,0.5,3.3,2.8,0.9,2.2,7,2.6,1.5,2.9,1,3,2,3,1,1
41,103,5,0,0,1,1,0,1.9,1.9,0.8,2.5,6.1,2.1,0.7,3.3,1,1,1,6,1,1
41,104,5,10,1,0,0,0.2,,,,,,,,,1,,,,0,0
41,105,5,9,0,1,1,0.4,1.8,1.4,3.3,2.6,9.2,2.2,3.3,3.7,1,2,1,5,1,1
41,106,5,10,0,1,1,0.3,4.3,4,1.1,4.7,4.6,2.7,0.4,1.5,1,3,1,2,1,1
41,107,5,2,0,1,1,2.1,4.1,2,2.3,4.4,6.5,2.7,2.4,1.4,1,2,4,2,1,1
41,108,5,6,0,1,1,0.8,4.5,3.7,1.2,1.8,5.2,3.4,0,1.8,1,4,0,3,1,1
41,109,5,9,0,1,1,0.5,2.2,1.7,1.7,5.7,6.1,3.3,2,0.8,1,1,2,1,1,1
41,110,5,7,0,1,1,0.3,2.4,2.1,1,1.4,8.4,3.1,0.9,4.4,1,1,1,5,1,1
41,111,5,2,1,0,0,3.5,,,,,,,,,1,,,,0,0
41,112,5,4,0,1,1,3.2,5.2,2,,0.8,3.3,3.3,0,0,1,2,0,0,1,1
41,113,5,3,0,1,1,1.2,3.1,1.9,0.3,1.8,7,3.7,0,3.3,1,2,0,6,1,1
41,114,5,8,0,1,1,1.3,4.3,3,1.6,2.4,7.4,4.8,0.7,1.9,1,2,1,2,1,1
41,115,5,2,0,1,1,0.8,3.2,2.4,1,5.4,7.1,2.2,0,4.9,1,2,0,1,1,1
41,116,5,7,1,1,1,2.6,2.9,0.3,1,0.5,3.4,1.4,0,2,1,1,0,3,1,1
41,117,5,1,1,0,0,0.9,,,,,,,,,1,,,,0,0
41,118,5,11,0,0,1,0.6,5.3,4.7,3.9,4.9,5.1,1.2,3.5,0.4,1,3,4,1,1,1
41,119,5,2,0,0,0,0.4,,,,,,,,,1,,,,0,0
41,120,5,3,1,0,0,6.8,,,,,,,,,1,,,,0,0
42,1,1,2,1,1,1,1.3,8.9,7.6,0.7,0.6,4,3.6,0,0.4,1,4,0,1,1,1
42,2,1,7,0,1,1,0.3,3.8,3.5,2.2,1.2,5.2,2.2,1,2,1,4,1,3,1,1
42,3,1,1,1,0,1,1.4,4.1,2.7,,0.4,2.2,1.4,0.8,0,1,2,1,0,1,0
42,4,1,3,0,1,1,0.8,2.3,1.5,0.6,1.1,2.6,0.5,0.9,1.2,1,1,1,2,1,1
42,5,1,6,0,0,1,0.5,2.8,2.3,2.6,1.2,3.1,1.1,1.2,0.8,1,2,1,1,1,1
42,6,1,5,0,1,1,0.9,3.5,2.6,2,1.2,5.2,1.7,0.9,2.6,1,2,1,3,1,1
42,7,1,2,0,0,1,1.3,6.3,5,1.2,1.4,4.5,3,0.8,0.7,1,4,1,1,1,0
42,8,1,9,0,0,1,0.4,1.5,1.1,,1.4,2.2,1.7,0.5,0,1,2,1,0,1,0
42,9,1,4,0,0,1,0.1,1.3,1.2,5.4,1.4,2.7,1.5,0,1.2,1,2,0,2,1,0
42,10,1,7,0,0,0,0.2,1.3,1.1,,1,0.4,0.4,0,0,1,1,0,0,1,0
42,11,1,11,0,0,1,0,1.4,1.4,4.2,1.7,3.7,1.8,0.5,1.4,1,2,1,2,1,0
42,12,1,8,0,1,1,0.1,1.2,1.1,,1.1,1.5,0.9,0.6,0,1,1,1,0,1,1
42,13,1,6,0,1,1,0.4,2.1,1.7,1.8,1.4,6.1,2.3,0.7,3.1,1,2,1,4,1,1
42,14,1,8,0,1,1,0.5,1.8,1.3,2.1,1.5,4.2,0.5,1.9,1.8,1,1,1,1,1,1
42,15,1,4,0,1,1,0.4,1.5,1.1,0.9,1.7,3.2,1.5,1.2,0.5,1,2,1,1,1,1
42,16,1,5,0,0,1,0.4,2.4,2,,1.9,2.6,1.6,1,0,1,2,1,0,1,1
42,17,1,2,0,1,1,0.7,5.1,4.4,0.5,1.9,3.9,2.3,0.4,1.2,1,3,1,2,1,1
42,18,1,7,1,1,1,0.6,1.9,1.3,5.9,1.4,2.4,1.9,0,0.5,1,2,0,1,1,1
42,19,1,0,0,1,1,0,1.7,1.7,,1.6,1.9,0.9,1,0,1,2,1,0,1,1
42,20,1,10,1,0,0,4.3,,,,,,,,,1,,,,0,0
42,21,1,3,1,0,1,0.6,2.1,1.5,,1.2,1.6,0.5,1.1,0,1,1,1,0,1,1
42,22,1,5,0,1,0,0.2,2.3,2.1,,1.7,0.4,0.4,0,0,1,1,0,0,1,0
42,23,1,8,1,1,1,0.3,1.3,1,6.5,1.6,3.5,1.6,0.6,1.3,1,2,1,2,1,1
42,24,1,9,1,1,1,0.3,4,3.7,0.7,1.1,7.7,4,0,3.7,1,4,0,2,1,1
42,25,2,10,0,1,1,3.3,4.4,1.1,8.4,1.3,2.6,0.9,1.3,0.4,1,1,1,1,1,1
42,26,2,11,0,1,1,0,2.2,2.2,3.7,2.5,4.3,0.9,1.2,2.2,1,2,2,4,1,1
42,27,2,6,0,1,1,4.2,4.9,0.7,3.2,1.4,3.2,1.2,0,2,1,2,0,3,1,1
42,28,2,3,1,1,1,0,1.4,1.4,,0.9,1.2,1.2,0,0,1,2,0,0,1,1
42,29,2,11,0,1,1,0.5,3.6,3.1,1,1.6,9.6,3.5,0,6.1,1,4,0,5,1,1
42,30,2,4,0,1,1,2,2.9,0.9,1.2,1.7,6,2,1.3,2.7,1,1,1,3,1,1
42,31,2,1,0,1,1,0,2.7,2.7,3.6,1.8,8.3,2.2,1.4,4.7,1,3,2,4,1,1
42,32,2,9,0,1,1,0.7,2.6,1.9,1.6,1.5,7.1,2.5,1.6,3,1,2,1,5,1,1
42,33,2,3,0,1,1,0,1.5,1.5,2.1,1.3,8.3,4.8,0,3.5,1,1,0,4,1,1
42,34,2,11,0,1,1,0.7,1,0.3,6.1,1.6,3.6,0.5,1.2,1.9,1,1,2,2,1,1
42,35,2,10,0,1,1,0,1.5,1.5,1.3,2.4,6.3,2,1.9,2.4,1,1,2,3,1,1
42,36,2,0,0,1,1,0,0.6,0.6,5.6,1.5,3.4,1.5,1.5,0.4,1,1,1,1,1,1
42,37,2,10,0,0,1,0.3,5.2,4.9,0.6,1.1,6,1.1,0.9,4,1,2,1,5,1,1
42,38,2,2,0,1,1,0,0.6,0.6,1.2,1.2,4.9,1.6,0,3.3,1,2,0,6,1,1
42,39,2,3,0,1,1,0.4,0.6,0.2,1.8,1.2,7.8,0.4,0.8,6.6,1,1,1,7,1,1
42,40,2,8,0,1,1,1.8,0.8,-1,0.6,1,6.5,0,0.5,6,1,0,1,6,1,1
42,41,2,0,0,1,1,0.7,0.7,0,1.2,1.2,5.6,0.7,0.9,4,1,1,1,4,1,1
42,42,2,3,1,1,1,0,1.7,1.7,0.3,0.4,3.5,1.7,0,1.8,1,1,0,2,1,1
42,43,2,8,1,1,1,0,1.8,1.8,1.7,1,2,1.6,0,0.4,1,2,0,1,1,1
42,44,2,6,1,1,1,2.5,3.1,0.6,4.8,1,1.9,0.5,0,1.4,1,1,0,2,1,1
42,45,2,7,1,1,1,0,1.3,1.3,3.7,0.8,2.2,1.4,0,0.8,1,2,0,1,1,1
42,46,2,0,1,1,1,2.7,5.5,2.8,,1.1,4.6,2.2,2.4,0,1,2,1,0,1,1
42,47,2,9,1,1,1,1.7,3.2,1.5,1.2,1.2,4.8,1.6,0.9,2.3,1,2,1,3,1,1
42,48,2,3,1,1,1,0.8,3.8,3,1,0.4,3,0.6,0,2.4,1,1,0,2,1,1
42,49,3,0,0,1,1,0.4,1,0.6,1.9,0.9,8.6,3,0,5.6,1,1,0,6,1,1
42,50,3,9,0,1,1,0.6,0,-0.6,1.4,0.9,3,0,1,2,1,0,1,3,1,1
42,51,3,11,1,1,1,0.1,0.9,0.8,,0.8,1.9,0.9,1,0,1,1,1,0,1,1
42,52,3,0,1,1,1,0,1,1,1,0.9,5.8,2.8,0,3,1,1,0,3,1,1
42,53,3,3,1,1,1,0,0.3,0.3,1.7,0.8,3.3,0.4,1.2,1.7,1,1,1,2,1,1
42,54,3,1,0,1,1,0.3,2.4,2.1,5,1,10.4,6.8,0,3.6,1,3,0,4,1,1
42,55,3,0,1,1,1,0.6,1.3,0.7,1.7,1.2,9.1,3.5,0,5.6,1,1,0,4,1,1
42,56,3,3,0,1,1,0.5,0.6,0.1,1.1,1,4.9,0.5,0.6,3.8,1,1,1,4,1,1
42,57,3,11,0,1,1,0.2,5.1,4.9,2.2,1,10.4,3.7,1.6,5.1,1,4,1,3,1,1
42,58,3,1,0,1,1,0.3,0.2,-0.1,0.5,1.1,7.3,0.7,0,6.6,1,1,0,6,1,1
42,59,3,7,0,1,1,0,3.6,3.6,1.1,1.3,11.1,4.7,0,6.4,1,5,0,3,1,1
42,60,3,10,0,1,1,0.7,2.1,1.4,3,1.1,6.6,4.1,0,2.5,1,2,0,3,1,1
42,61,3,0,0,1,1,2.6,0.8,-1.8,0.9,0.9,9.3,0,0,9.3,1,0,0,3,1,1
42,62,3,10,0,1,1,1.8,0.5,-1.3,0.4,0.9,5.6,0,0,5.6,1,0,0,6,1,1
42,63,3,6,1,1,1,0.4,1.4,1,2.2,0.8,3.4,1.7,0,1.7,1,1,0,3,1,1
42,64,3,7,1,1,1,1.9,3.2,1.3,8.8,1.8,4,1.9,1.5,0.6,1,1,2,1,1,1
42,65,3,0,1,1,1,0.9,1.9,1,2.4,0.8,6.5,3.6,0,2.9,1,1,0,3,1,1
42,66,3,2,0,1,1,0.1,1.7,1.6,1.5,0.9,6.7,3.3,0,3.4,1,2,0,4,1,1
