Training Step,Actor Loss,Critic Loss
345,1.3854906558990479,18.051864624023438
346,10.407757759094238,24.91141128540039
347,5.4647393226623535,30.57611846923828
348,16.53458023071289,27.80414581298828
349,3.614192485809326,31.211679458618164
350,5.152052402496338,36.34609603881836
351,12.780163764953613,20.68661117553711
352,9.808133125305176,32.73583984375
353,6.785139083862305,22.32729148864746
354,8.091249465942383,19.43804359436035
355,9.81263542175293,29.251283645629883
356,20.73630142211914,32.349239349365234
357,2.80527400970459,21.94676971435547
358,1.445633888244629,15.826958656311035
359,8.836267471313477,27.092662811279297
360,7.783596038818359,30.832355499267578
361,14.37749195098877,19.457103729248047
362,4.028867721557617,17.895824432373047
363,13.118241310119629,26.205215454101562
364,1.1382924318313599,23.81786346435547
365,15.289745330810547,25.561847686767578
366,4.8835649490356445,26.309036254882812
367,9.812407493591309,22.937915802001953
368,3.5043396949768066,19.120967864990234
369,3.4974160194396973,15.14732837677002
370,11.31686782836914,15.256735801696777
371,15.334630966186523,13.690616607666016
372,3.220107316970825,17.001489639282227
373,15.168645858764648,23.27915382385254
374,1.877213716506958,18.079208374023438
375,11.306933403015137,24.998130798339844
376,5.615001678466797,11.062360763549805
377,12.498241424560547,20.876312255859375
378,16.7159423828125,23.468021392822266
379,14.641456604003906,15.44662094116211
380,15.25687026977539,21.118648529052734
381,2.3406176567077637,19.945735931396484
382,24.335716247558594,19.403789520263672
383,3.182140588760376,13.83430290222168
384,2.7634809017181396,21.35430335998535
385,5.555027008056641,17.54934310913086
386,26.06069564819336,16.554636001586914
387,8.860627174377441,13.039446830749512
388,40.99884796142578,29.473848342895508
389,10.781573295593262,16.03803253173828
390,31.249725341796875,17.51106834411621
391,5.605371475219727,13.462057113647461
392,12.032886505126953,12.742036819458008
393,18.007144927978516,21.82313346862793
394,21.5562801361084,11.451303482055664
395,14.986501693725586,10.961915969848633
396,27.923189163208008,19.740711212158203
397,20.788616180419922,15.253015518188477
398,15.781469345092773,15.339179992675781
399,3.522754669189453,9.437128067016602
400,3.9338722229003906,15.22855281829834
401,37.7686653137207,19.591228485107422
402,12.445642471313477,13.544198036193848
403,4.925191402435303,26.64551544189453
404,3.1153035163879395,13.265120506286621
405,47.394683837890625,14.422385215759277
406,8.873208045959473,19.069400787353516
407,31.399700164794922,8.846885681152344
408,2.649646759033203,20.173992156982422
409,17.24714469909668,14.711044311523438
410,22.645809173583984,10.669981002807617
411,22.28189468383789,14.875822067260742
412,28.39163589477539,30.50191879272461
413,36.55099105834961,19.64997673034668
414,28.139068603515625,12.247520446777344
415,9.24639892578125,7.962491512298584
416,55.84652328491211,16.1604061126709
417,72.35511016845703,20.971086502075195
418,35.07250213623047,13.851076126098633
419,20.76959228515625,14.227298736572266
420,12.196200370788574,27.330596923828125
421,22.798744201660156,15.113035202026367
422,12.214612007141113,21.505084991455078
423,38.88607406616211,15.941671371459961
424,38.6100959777832,18.931228637695312
425,41.08530807495117,21.48194122314453
426,5.314944267272949,17.842117309570312
427,20.027624130249023,10.26391315460205
428,11.389423370361328,11.832086563110352
429,14.39676570892334,13.455007553100586
430,24.855220794677734,13.056440353393555
431,14.385004997253418,15.512130737304688
432,6.158724308013916,9.75223159790039
433,16.469518661499023,15.937335014343262
434,32.69072723388672,16.141260147094727
435,5.658068656921387,21.40188217163086
436,43.716224670410156,14.922586441040039
437,10.619219779968262,22.528663635253906
438,36.16476058959961,40.10195541381836
439,7.869440078735352,19.595149993896484
440,42.69538879394531,30.41312599182129
441,11.746590614318848,21.146360397338867
442,5.29119873046875,15.67219066619873
443,5.2234673500061035,9.283823013305664
444,19.309505462646484,6.26571798324585
445,20.4801025390625,25.56058692932129
446,10.690766334533691,26.08732032775879
447,33.50653839111328,20.49859046936035
448,22.029067993164062,13.480531692504883
449,13.704562187194824,27.359130859375
450,37.06979751586914,9.232413291931152
451,17.61456871032715,18.376752853393555
452,4.856173515319824,14.725808143615723
453,44.42707824707031,17.247825622558594
454,22.889564514160156,21.14471435546875
455,2.8899714946746826,10.291086196899414
456,15.742931365966797,32.723995208740234
457,12.706680297851562,12.612189292907715
458,32.408199310302734,17.258298873901367
459,18.975093841552734,16.486827850341797
460,8.584736824035645,8.730501174926758
461,20.56609535217285,27.10653305053711
462,27.892847061157227,22.21255874633789
463,23.058740615844727,11.886300086975098
464,31.943710327148438,33.94683837890625
465,51.686683654785156,18.724733352661133
466,36.0134162902832,10.068321228027344
467,56.190345764160156,33.167423248291016
468,2.8885254859924316,27.438142776489258
469,9.7391357421875,14.015149116516113
470,14.09492301940918,14.136558532714844
471,24.58275032043457,29.400211334228516
472,11.514974594116211,36.046417236328125
473,67.73504638671875,20.461692810058594
474,56.359222412109375,38.53884506225586
475,15.584012985229492,24.489665985107422
476,15.829837799072266,18.92009735107422
477,13.13888168334961,22.58066177368164
478,19.55594825744629,13.15429973602295
479,32.63664627075195,37.147972106933594
480,3.9418787956237793,14.918960571289062
481,6.706435203552246,8.15700912475586
482,35.004920959472656,31.841779708862305
483,27.19940185546875,17.177879333496094
484,48.777374267578125,21.144004821777344
485,24.783952713012695,14.816187858581543
486,30.954025268554688,23.159936904907227
487,2.4200220108032227,20.963375091552734
488,7.925395965576172,21.59480094909668
489,27.107250213623047,13.677430152893066
490,41.34165954589844,18.04058265686035
491,6.759732723236084,15.483159065246582
492,35.003265380859375,22.105300903320312
493,62.201805114746094,17.047473907470703
494,46.29578399658203,18.004772186279297
495,1.9569594860076904,10.783937454223633
496,43.93624496459961,27.53449058532715
497,10.272297859191895,16.34124755859375
498,18.260984420776367,13.580421447753906
499,13.634610176086426,11.524700164794922
500,6.07867956161499,11.47123908996582
501,45.259761810302734,17.889142990112305
502,8.949993133544922,10.748237609863281
503,8.552742004394531,16.93457794189453
504,33.31646728515625,22.178466796875
505,6.642784118652344,8.994918823242188
506,20.99720001220703,13.61650562286377
507,26.910409927368164,9.138004302978516
508,11.139749526977539,27.803226470947266
509,7.062679290771484,9.828465461730957
510,11.439943313598633,30.824970245361328
511,24.607694625854492,11.476969718933105
512,12.620553970336914,15.157090187072754
513,13.262039184570312,18.223600387573242
514,28.487789154052734,14.727840423583984
515,3.7818851470947266,12.092730522155762
516,9.256895065307617,22.280963897705078
517,21.163360595703125,15.526151657104492
518,17.659656524658203,20.274118423461914
519,18.400066375732422,17.574859619140625
520,16.739927291870117,19.266944885253906
521,2.17600154876709,18.18963050842285
522,22.983997344970703,16.684614181518555
523,40.463619232177734,8.601140975952148
524,17.92007827758789,17.00060272216797
525,3.604708194732666,13.238497734069824
526,13.17402172088623,14.714353561401367
527,11.177879333496094,15.066190719604492
528,3.379627227783203,16.971145629882812
529,9.84646987915039,16.778934478759766
530,8.234210968017578,26.3970947265625
531,48.41386413574219,27.23208999633789
532,31.007835388183594,25.266681671142578
533,7.358939170837402,17.87471580505371
534,23.135595321655273,12.708930969238281
535,14.057952880859375,24.462764739990234
536,25.126819610595703,44.1905403137207
537,54.75454330444336,36.73162841796875
538,9.05472469329834,11.91786003112793
539,8.327465057373047,9.395809173583984
540,50.47884750366211,27.697948455810547
541,16.995817184448242,16.804658889770508
542,25.63431167602539,28.64622688293457
543,8.496227264404297,7.977743148803711
544,40.584381103515625,19.86083221435547
545,26.504610061645508,9.169269561767578
546,24.963245391845703,16.09163475036621
547,25.679601669311523,12.362167358398438
548,13.975733757019043,18.305011749267578
549,28.214731216430664,10.529519081115723
550,10.386014938354492,13.764335632324219
551,10.155693054199219,17.20798110961914
552,21.867008209228516,17.278255462646484
553,22.12272071838379,9.387117385864258
554,39.71746826171875,12.957306861877441
555,3.746976137161255,10.575334548950195
556,14.444295883178711,13.024774551391602
557,16.300750732421875,32.33147430419922
558,16.993337631225586,12.30546760559082
559,15.06174087524414,11.907211303710938
560,16.640531539916992,20.43902015686035
561,15.22785758972168,22.39076805114746
562,14.456048965454102,15.309975624084473
563,14.171976089477539,10.915338516235352
564,3.903393268585205,13.515819549560547
565,15.82060432434082,22.58141326904297
566,27.09127426147461,32.487510681152344
567,13.389974594116211,11.622573852539062
568,15.21896743774414,14.55162239074707
569,15.775096893310547,10.581367492675781
570,4.522098541259766,10.420021057128906
571,10.540761947631836,19.06606101989746
572,22.312732696533203,10.24661636352539
573,21.084598541259766,15.968435287475586
574,3.365689277648926,17.414697647094727
575,9.393080711364746,9.969917297363281
576,17.329036712646484,12.718339920043945
577,3.519521713256836,23.863086700439453
578,37.599822998046875,29.00887680053711
579,42.51343536376953,20.50897979736328
580,7.699193954467773,15.015840530395508
581,13.079550743103027,15.51008129119873
582,29.644826889038086,20.046558380126953
583,27.654287338256836,25.516910552978516
584,8.312644958496094,20.015823364257812
585,12.249759674072266,28.34090805053711
586,25.769744873046875,12.886053085327148
587,37.825008392333984,18.0435791015625
588,21.394454956054688,14.152807235717773
589,17.392417907714844,11.210142135620117
590,7.552596092224121,15.741846084594727
591,7.988988399505615,13.013994216918945
592,12.874700546264648,19.097469329833984
593,21.76372528076172,15.667411804199219
594,12.152020454406738,17.684377670288086
595,26.310550689697266,20.60045051574707
596,4.6575117111206055,15.621862411499023
597,14.33681583404541,12.163110733032227
598,13.183242797851562,13.688936233520508
599,36.35184860229492,17.264253616333008
600,14.644758224487305,13.913537979125977
601,27.703493118286133,12.377010345458984
602,34.623870849609375,18.718292236328125
603,6.677356719970703,22.228012084960938
604,3.396620273590088,13.168262481689453
605,29.26477813720703,12.465965270996094
606,23.236833572387695,12.885795593261719
607,11.6129732131958,8.96464729309082
608,18.74945640563965,8.416681289672852
609,7.821926593780518,18.924287796020508
610,16.127246856689453,13.217195510864258
611,15.424654960632324,19.29910659790039
612,23.30260467529297,17.373004913330078
613,9.110450744628906,15.416342735290527
614,8.22412109375,11.084758758544922
615,4.840226173400879,8.116315841674805
616,15.909863471984863,13.044072151184082
617,6.280549049377441,16.784500122070312
618,32.98650360107422,10.203044891357422
619,14.683696746826172,12.778495788574219
620,26.553123474121094,18.781368255615234
621,15.548967361450195,8.983270645141602
622,12.704858779907227,10.488970756530762
623,20.905838012695312,11.391007423400879
624,9.872386932373047,12.008955001831055
625,44.62669372558594,28.286624908447266
626,22.178863525390625,13.81869125366211
627,13.793806076049805,15.10546588897705
628,3.0787363052368164,13.52056884765625
629,19.000957489013672,9.530864715576172
630,9.361953735351562,13.857606887817383
631,24.291915893554688,17.095008850097656
632,4.16323184967041,10.822235107421875
633,23.72896385192871,16.96681022644043
634,2.625764846801758,10.380311965942383
635,19.367944717407227,14.587226867675781
636,30.418636322021484,11.047414779663086
637,28.176368713378906,9.205249786376953
638,15.911897659301758,11.363508224487305
639,13.015945434570312,12.672966957092285
640,30.056650161743164,9.410238265991211
641,24.977428436279297,20.855091094970703
642,9.159978866577148,13.354193687438965
643,11.669777870178223,13.327011108398438
644,28.908206939697266,14.389211654663086
645,8.786223411560059,9.670220375061035
646,15.984321594238281,12.972343444824219
647,37.813385009765625,13.93235969543457
648,9.657691955566406,10.249938011169434
649,3.764383316040039,8.791361808776855
650,13.936820030212402,9.220379829406738
651,3.4100377559661865,10.403362274169922
652,3.600708484649658,13.269089698791504
653,10.704935073852539,10.153614044189453
654,18.373973846435547,18.82443618774414
655,9.243427276611328,12.531930923461914
656,30.011320114135742,12.374306678771973
657,1.7490437030792236,8.893584251403809
658,8.573155403137207,5.634023666381836
659,15.033768653869629,7.132343292236328
660,8.247417449951172,14.766100883483887
661,37.06816864013672,21.899274826049805
662,19.524545669555664,14.187898635864258
663,15.91079330444336,18.480974197387695
664,8.082578659057617,11.726198196411133
665,4.1139068603515625,10.712743759155273
666,26.451961517333984,10.565710067749023
667,21.816078186035156,15.743875503540039
668,6.441258430480957,10.344202995300293
669,7.2126970291137695,18.041217803955078
670,10.648931503295898,4.866217613220215
671,8.014541625976562,11.665803909301758
672,4.338375091552734,7.259066104888916
673,13.958747863769531,7.732499599456787
674,2.181759834289551,9.456023216247559
675,26.425270080566406,16.732324600219727
676,15.8336181640625,5.3017401695251465
677,39.64707946777344,10.823203086853027
678,9.097179412841797,11.138604164123535
679,12.087369918823242,15.005472183227539
680,36.620086669921875,14.287666320800781
681,21.205368041992188,11.871623992919922
682,18.82518768310547,7.497476577758789
683,2.9736409187316895,16.006792068481445
684,6.863086700439453,6.818822860717773
685,7.258967399597168,8.464620590209961
686,15.707348823547363,11.340131759643555
687,12.989530563354492,10.739021301269531
688,23.872350692749023,13.41094970703125
689,5.1267523765563965,7.298369884490967
690,8.684828758239746,11.448223114013672
691,10.023021697998047,6.7396931648254395
692,26.392120361328125,11.672029495239258
693,19.54833221435547,8.706509590148926
694,32.960548400878906,5.420955181121826
695,17.870601654052734,10.644975662231445
696,10.235033988952637,12.349653244018555
697,7.728888511657715,7.699582099914551
698,11.595220565795898,8.083221435546875
699,3.028945207595825,12.291610717773438
700,23.665985107421875,8.915914535522461
701,10.837447166442871,14.497894287109375
702,19.01878547668457,11.666089057922363
703,30.623918533325195,7.762271881103516
704,7.553719997406006,6.170620918273926
705,6.107522010803223,10.868158340454102
706,5.762627124786377,8.184802055358887
707,16.49944305419922,9.083536148071289
708,14.349210739135742,7.493501663208008
709,11.74324893951416,8.742713928222656
710,50.58019256591797,11.386007308959961
711,13.30960464477539,9.541695594787598
712,6.858309745788574,4.848876953125
713,6.27177619934082,4.83190393447876
714,16.996047973632812,8.346125602722168
715,3.8819174766540527,9.600299835205078
716,9.513833999633789,10.177837371826172
717,9.585660934448242,9.653046607971191
718,7.605001449584961,22.744216918945312
719,26.3237247467041,12.445611953735352
720,25.668357849121094,13.218160629272461
721,22.68265151977539,6.878192901611328
722,8.522978782653809,7.781702041625977
723,19.375904083251953,7.392230033874512
724,21.967235565185547,7.518373012542725
725,25.27067756652832,16.626914978027344
726,5.441990852355957,6.598416328430176
727,12.850318908691406,10.372201919555664
728,14.468303680419922,4.815407752990723
729,29.957324981689453,5.277438163757324
730,5.2811689376831055,8.389842987060547
731,12.002659797668457,8.939140319824219
732,21.145771026611328,4.6639556884765625
733,29.698877334594727,13.81109619140625
734,9.902261734008789,10.653497695922852
735,17.890905380249023,9.52094841003418
736,34.601341247558594,7.6945953369140625
737,21.597896575927734,6.167491436004639
738,5.698611259460449,7.635988235473633
739,2.5773067474365234,6.054083347320557
740,21.43357276916504,7.139667510986328
741,13.982156753540039,6.288102149963379
742,2.326551914215088,14.086739540100098
743,10.675680160522461,9.145085334777832
744,11.854940414428711,23.001964569091797
745,18.70284652709961,6.324167251586914
746,23.74671173095703,7.638700485229492
747,6.128975868225098,11.594545364379883
748,9.247628211975098,8.174063682556152
749,19.127582550048828,10.366121292114258
750,22.897911071777344,10.227848052978516
751,4.054267883300781,11.477296829223633
752,6.88372802734375,7.711326599121094
753,36.57872772216797,11.227837562561035
754,25.125864028930664,8.437776565551758
755,19.392452239990234,12.540691375732422
756,13.842475891113281,11.615472793579102
757,7.814635276794434,11.638456344604492
758,27.65971565246582,16.66033935546875
759,31.19879913330078,5.194870948791504
760,29.278526306152344,10.341976165771484
761,6.799846649169922,3.663602590560913
762,12.28153133392334,15.0001859664917
763,14.64799690246582,22.62863540649414
764,15.25078296661377,8.23405647277832
765,13.731083869934082,10.145710945129395
766,5.86358118057251,11.891151428222656
767,8.729696273803711,15.775775909423828
768,6.486790657043457,12.981443405151367
769,6.029144287109375,6.409212112426758
770,11.237939834594727,6.9429850578308105
771,25.021516799926758,16.023529052734375
772,16.77362060546875,12.606756210327148
773,15.254996299743652,8.222757339477539
774,12.805777549743652,5.483552932739258
775,9.419529914855957,11.80352783203125
776,51.6528205871582,25.00535774230957
777,33.41667556762695,14.248298645019531
778,22.921825408935547,13.746618270874023
779,5.038394451141357,5.598045825958252
780,28.857337951660156,14.823575019836426
781,51.53367233276367,16.655406951904297
782,19.168848037719727,14.615675926208496
783,5.347633361816406,6.406920433044434
784,50.25481033325195,12.05074691772461
785,12.068031311035156,7.361239433288574
786,25.038291931152344,11.766854286193848
787,8.320806503295898,11.178998947143555
788,24.93454360961914,17.626726150512695
789,9.388357162475586,7.4822564125061035
790,35.586761474609375,9.328034400939941
791,5.414260387420654,6.0345964431762695
792,27.58869171142578,10.809282302856445
793,43.19866943359375,20.299243927001953
794,18.17706298828125,10.480968475341797
795,25.201932907104492,10.938614845275879
796,32.51051330566406,11.881696701049805
797,10.155075073242188,9.661041259765625
798,9.411739349365234,12.974626541137695
799,4.209339141845703,16.25132179260254
800,23.433069229125977,18.369386672973633
801,12.920355796813965,14.307326316833496
802,28.158004760742188,8.211555480957031
803,28.242637634277344,10.84634017944336
804,2.408064365386963,9.592041015625
805,10.472112655639648,9.950366020202637
806,12.251180648803711,5.381355285644531
807,7.179224491119385,14.793549537658691
808,17.960227966308594,3.7010891437530518
809,13.468118667602539,6.3430376052856445
810,23.530847549438477,9.579122543334961
811,13.114652633666992,10.173513412475586
812,18.694700241088867,15.505725860595703
813,22.463180541992188,12.108890533447266
814,2.6116552352905273,6.794521331787109
815,20.57455062866211,6.3573527336120605
816,24.768577575683594,12.35920238494873
817,34.80963897705078,9.036286354064941
818,9.42330551147461,9.80704402923584
819,2.611778736114502,10.150430679321289
820,24.562416076660156,16.159528732299805
821,12.987531661987305,16.614429473876953
822,3.9060604572296143,7.306159019470215
823,8.621878623962402,4.121408462524414
824,11.504711151123047,6.586987495422363
825,10.283249855041504,7.168453216552734
826,18.984970092773438,7.620266914367676
827,20.866966247558594,14.950960159301758
828,12.506378173828125,14.246711730957031
829,8.064962387084961,7.850260257720947
830,33.504520416259766,12.67210865020752
831,11.116813659667969,9.412457466125488
832,3.7638514041900635,16.266857147216797
833,29.08477783203125,11.488069534301758
834,21.30635643005371,15.213129997253418
835,13.207365036010742,12.88736343383789
836,9.086910247802734,9.17127513885498
837,47.45689392089844,11.416014671325684
838,15.178967475891113,16.673301696777344
839,19.378591537475586,4.372665882110596
840,9.699102401733398,11.675354957580566
841,6.677534103393555,5.202423095703125
842,7.614768981933594,4.509923458099365
843,24.270105361938477,11.902809143066406
844,16.689599990844727,4.8385796546936035
845,14.134393692016602,4.960047245025635
846,31.122148513793945,8.665066719055176
847,55.45564270019531,10.044408798217773
848,7.882900238037109,3.679781198501587
849,23.69304656982422,5.6707763671875
850,20.99629020690918,21.73710823059082
851,20.284469604492188,12.333417892456055
852,14.685606002807617,6.466775417327881
853,5.595466613769531,5.943097114562988
854,30.160001754760742,7.015129089355469
855,20.55411148071289,4.343880653381348
856,21.848691940307617,9.26750659942627
857,29.626197814941406,6.851265907287598
858,12.993261337280273,10.42517375946045
859,16.756601333618164,5.34296178817749
860,16.98004913330078,10.905036926269531
861,21.4415283203125,16.824886322021484
862,31.24175453186035,21.17915916442871
863,16.22334861755371,10.79100513458252
864,36.72462844848633,14.9541654586792
865,10.63071060180664,9.921195983886719
866,17.033466339111328,12.75396728515625
867,36.4100227355957,11.943458557128906
868,13.377542495727539,19.386520385742188
869,26.410005569458008,5.808681488037109
870,3.349132537841797,16.93565559387207
871,7.02023983001709,6.978086471557617
872,10.34906005859375,12.968082427978516
873,17.538997650146484,20.940092086791992
874,36.72575378417969,13.289594650268555
875,28.272857666015625,17.415679931640625
876,5.037325859069824,15.273107528686523
877,20.144453048706055,5.233382701873779
878,11.726858139038086,18.869216918945312
879,3.1620161533355713,5.086361885070801
880,11.406312942504883,13.83246898651123
